ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date
72698,108-VN-T30,FPQ-12539,SCMS-199720,ASN-22937,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,7/25/2013
72719,104-CI-T30,FPQ-10764,SCMS-162870,ASN-17621,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,10/10/2012,10/22/2012
72767,106-HT-T30,FPQ-14895,SCMS-260980,ASN-29499,Haiti,PMO - US,Direct Drop,FCA,Air,9/24/2014,11/4/2014
72770,101-CD-T30,FPQ-14654,SCMS-253270,ASN-28379,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,8/11/2014,8/27/2014
72776,102-GY-T30,FPQ-6983,SCMS-97150,ASN-9832,Guyana,PMO - US,Direct Drop,EXW,Air,1/5/2011,2/2/2011
72821,105-SS-T30,FPQ-15569,SCMS-272170,ASN-31958,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015
72832,901-CM-T30,FPQ-12837,SCMS-204300,ASN-21709,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,8/23/2013
72836,105-GH-T30,FPQ-14052,SCMS-237810,ASN-28672,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/2014,5/23/2014
72885,111-MZ-T30,FPQ-13093,SCMS-211551,ASN-26131,Mozambique,PMO - US,Direct Drop,EXW,Air,10/15/2013,11/12/2013
72892,161-ZA-T30,FPQ-6262,SCMS-83730,ASN-10576,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,9/24/2010
72914,901-NA-T30,FPQ-14728,SCMS-252640,ASN-28483,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/2014,8/14/2014
72918,116-ZA-T30,FPQ-13973,SCMS-238554,ASN-28627,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,10/3/2014
72922,109-TZ-T30,FPQ-12024,SCMS-189130,ASN-20469,Tanzania,PMO - US,Direct Drop,EXW,Air,4/8/2013,5/22/2013
72933,105-GH-T30,FPQ-14667,SCMS-254770,ASN-30499,Ghana,PMO - US,Direct Drop,EXW,Air,8/11/2014,9/25/2014
72948,116-ZA-T30,FPQ-14942,SCMS-259077,ASN-33477,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
72976,109-TZ-T30,FPQ-9211,SCMS-135870,ASN-13852,Tanzania,PMO - US,Direct Drop,EXW,Air,1/25/2012,1/27/2012
72981,161-ZA-T30,FPQ-7175,SCMS-103680,ASN-13133,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/23/2011
72988,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/22/2014,1/28/2014
73003,108-VN-T30,FPQ-14516,SCMS-249050,ASN-29375,Vietnam,PMO - US,Direct Drop,EXW,Air,7/9/2014,8/11/2014
73018,161-ZA-T30,FPQ-5648,SCMS-75750,ASN-9114,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/2010,6/17/2010
73056,111-MZ-T30,FPQ-14054,SCMS-240820,ASN-27372,Mozambique,PMO - US,Direct Drop,EXW,Air,4/10/2014,5/29/2014
73059,116-ZA-T30,FPQ-15269,SCMS-267020,ASN-29764,South Africa,PMO - US,Direct Drop,DDP,Truck,10/29/2014,12/10/2014
73079,109-TZ-T30,FPQ-10394,SCMS-156520,ASN-16038,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/2012,8/9/2012
73087,108-VN-T30,FPQ-6384,SCMS-87780,ASN-9408,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/2010,10/18/2010
73089,105-GY-T30,FPQ-10249,SCMS-153870,ASN-17103,Guyana,PMO - US,Direct Drop,EXW,Air,7/5/2012,7/26/2012
73095,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,2/12/2015
73115,111-MZ-T30,FPQ-11915,SCMS-185220,ASN-21586,Mozambique,PMO - US,Direct Drop,FCA,Air,3/20/2013,5/1/2013
73122,111-MZ-T30,FPQ-15221,SCMS-270120,ASN-32420,Mozambique,PMO - US,Direct Drop,CIP,Air,10/28/2014,12/19/2014
73145,104-CI-T30,FPQ-4698,SCMS-62950,ASN-6669,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/28/2009,1/15/2010
73152,106-HT-T30,FPQ-15038,SCMS-263170,ASN-31572,Haiti,PMO - US,Direct Drop,EXW,Air,10/22/2014,12/24/2014
73176,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
73177,108-VN-T30,FPQ-12539,SCMS-210810,ASN-23667,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,10/14/2013
73211,114-UG-T30,FPQ-12290,SCMS-192070,ASN-21522,Uganda,PMO - US,Direct Drop,FCA,Air,5/17/2013,6/13/2013
73220,161-ZA-T30,FPQ-7175,SCMS-103820,ASN-13285,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
73239,108-VN-T30,FPQ-4265,SCMS-57140,ASN-6264,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/2009,11/13/2009
73261,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
73275,116-ZA-T30,FPQ-12522,SCMS-199288,ASN-27195,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,7/10/2014
73287,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,5/8/2014
73301,114-UG-T30,FPQ-6563,SCMS-91740,ASN-9071,Uganda,PMO - US,Direct Drop,FCA,Air,10/31/2010,11/17/2010
73314,111-MZ-T30,FPQ-8527,SCMS-130160,ASN-13819,Mozambique,PMO - US,Direct Drop,EXW,Air,10/5/2011,12/29/2011
73326,161-ZA-T30,FPQ-7175,SCMS-103800,ASN-12625,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
73335,133-NG-T30,FPQ-15504,SCMS-270751,ASN-31318,Nigeria,PMO - US,Direct Drop,EXW,Air,12/8/2014,1/28/2015
73348,103-ZW-T30,FPQ-15021,SCMS-261410,ASN-30816,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/15/2014,10/30/2014
73360,108-VN-T30,FPQ-3896,SCMS-48270,ASN-5131,Vietnam,PMO - US,Direct Drop,EXW,Air,6/25/2009,6/26/2009
73373,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/16/2015
73379,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
73403,101-AF-T30,FPQ-15746,SCMS-275090,ASN-30861,Afghanistan,PMO - US,Direct Drop,EXW,Air,1/20/2015,2/9/2015
73507,111-MZ-T30,FPQ-9671,SCMS-145150,ASN-15699,Mozambique,PMO - US,Direct Drop,EXW,Air,4/10/2012,5/4/2012
73567,133-NG-T30,FPQ-15504,SCMS-270750,ASN-31313,Nigeria,PMO - US,Direct Drop,EXW,Air,12/8/2014,1/26/2015
73569,108-VN-T30,FPQ-7565,SCMS-107630,ASN-11362,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/2011,5/2/2011
73585,116-ZA-T30,FPQ-14942,SCMS-259074,ASN-31069,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,3/9/2015
73596,133-NG-T30,FPQ-14305,SCMS-240830,ASN-27473,Nigeria,PMO - US,Direct Drop,EXW,Air,5/16/2014,6/2/2014
73607,104-CI-T30,FPQ-3882,SCMS-51820,ASN-4980,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/24/2009,8/24/2009
73661,161-ZA-T30,FPQ-7175,SCMS-103400,ASN-12381,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011
73665,161-ZA-T30,FPQ-6262,SCMS-83770,ASN-9944,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,9/24/2010
73675,108-VN-T30,FPQ-12051,SCMS-188710,ASN-21667,Vietnam,PMO - US,Direct Drop,EXW,Air,5/3/2013,5/15/2013
73724,106-HT-T30,FPQ-14895,SCMS-261013,ASN-33599,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/2014,11/14/2014
73726,106-HT-T30,FPQ-11442,SCMS-177180,ASN-18919,Haiti,PMO - US,Direct Drop,EXW,Ocean,1/30/2013,3/11/2013
73727,114-UG-T30,FPQ-15303,SCMS-264960,ASN-31187,Uganda,PMO - US,Direct Drop,EXW,Air,11/11/2014,11/25/2014
73748,109-TZ-T30,FPQ-12286,SCMS-193850,ASN-20159,Tanzania,PMO - US,Direct Drop,EXW,Air,5/16/2013,6/11/2013
73757,110-ZM-T30,FPQ-14790,SCMS-253022,ASN-31640,Zambia,PMO - US,Direct Drop,FCA,Air,8/13/2014,8/20/2014
73776,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/17/2015
73782,106-HT-T30,FPQ-16241,SCMS-288890,ASN-32682,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/5/2015,5/27/2015
73804,108-VN-T30,FPQ-16194,SCMS-285500,ASN-33268,Vietnam,PMO - US,Direct Drop,EXW,Air,4/14/2015,5/13/2015
73806,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29597,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,11/28/2014
73807,161-ZA-T30,FPQ-5303,SCMS-68940,ASN-8041,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
73818,104-CI-T30,FPQ-6037,SCMS-80630,ASN-8532,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/14/2010,7/30/2010
73843,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-9179,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,9/24/2010
73861,108-VN-T30,FPQ-8428,SCMS-123520,ASN-13475,Vietnam,PMO - US,Direct Drop,EXW,Air,9/21/2011,10/4/2011
73867,105-SS-T30,FPQ-15569,SCMS-272140,ASN-31129,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015
73906,105-GH-T30,FPQ-13809,SCMS-234090,ASN-27340,Ghana,PMO - US,Direct Drop,EXW,Air,3/7/2014,4/15/2014
73918,113-ZW-T30,FPQ-7521,SCMS-108000,ASN-12247,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,5/5/2011
73961,114-UG-T30,FPQ-4130,SCMS-53050,ASN-5064,Uganda,PMO - US,Direct Drop,FCA,Air,8/25/2009,9/10/2009
73986,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22353,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/2013,7/10/2013
73996,104-CI-T30,FPQ-12806,SCMS-206580,ASN-22054,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/9/2013,9/16/2013
74008,161-ZA-T30,FPQ-7400,SCMS-104210,ASN-12078,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/11/2011,3/30/2011
74035,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
74135,161-ZA-T30,FPQ-7175,SCMS-104020,ASN-12033,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
74156,105-SS-T30,FPQ-15569,SCMS-272170,ASN-31958,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015
74178,114-UG-T30,FPQ-12309,SCMS-192040,ASN-22130,Uganda,PMO - US,Direct Drop,EXW,Air,5/17/2013,6/14/2013
74183,102-BI-T30,FPQ-13998,SCMS-235540,ASN-26174,Burundi,PMO - US,Direct Drop,EXW,Air,4/1/2014,4/29/2014
74260,114-UG-T30,FPQ-7816,SCMS-111210,ASN-13118,Uganda,PMO - US,Direct Drop,CIP,Air,6/2/2011,6/14/2011
74268,119-NA-T30,FPQ-4398,SCMS-54920,ASN-6026,Namibia,PMO - US,Direct Drop,EXW,Air,10/7/2009,10/13/2009
74273,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,6/2/2015
74288,108-VN-T30,FPQ-14516,SCMS-251680,ASN-29386,Vietnam,PMO - US,Direct Drop,EXW,Air,7/9/2014,8/11/2014
74320,106-HT-T30,FPQ-12590,SCMS-210510,ASN-24412,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/2013,10/25/2013
74329,103-CM-T30,FPQ-8396,SCMS-122260,ASN-12662,Cameroon,PMO - US,Direct Drop,EXW,Air,9/13/2011,9/15/2011
74333,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33852,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
74337,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
74343,117-ET-T30,FPQ-14357,SCMS-244840,ASN-28571,Ethiopia,PMO - US,Direct Drop,EXW,Air,6/3/2014,6/18/2014
74357,103-KE-T30,FPQ-10018,SCMS-149610,ASN-15668,Kenya,PMO - US,Direct Drop,EXW,Air,6/5/2012,6/14/2012
74385,105-SS-T30,FPQ-12623,SCMS-200921,ASN-22955,South Sudan,PMO - US,Direct Drop,EXW,Air,7/18/2013,8/6/2013
74398,161-ZA-T30,FPQ-7175,SCMS-103390,ASN-11889,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011
74417,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/13/2013
74419,101-CD-T30,FPQ-8792,SCMS-131070,ASN-14078,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/14/2011,1/9/2012
74439,133-NG-T30,FPQ-7634,SCMS-108740,ASN-11757,Nigeria,PMO - US,Direct Drop,EXW,Air,4/28/2011,5/23/2011
74465,106-HT-T30,FPQ-6941,SCMS-100090,ASN-10006,Haiti,PMO - US,Direct Drop,FCA,Air,1/3/2011,2/15/2011
74479,117-ET-T30,FPQ-4873,SCMS-63002,ASN-6034,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/5/2010,1/12/2010
74492,107-RW-T30,FPQ-8742,SCMS-137540,ASN-14799,Rwanda,PMO - US,Direct Drop,EXW,Ocean,12/7/2011,4/3/2012
74499,106-HT-T30,FPQ-6802,SCMS-96310,ASN-12382,Haiti,PMO - US,Direct Drop,CIP,Air,12/21/2010,1/6/2011
74502,106-HT-T30,FPQ-11304,SCMS-176451,ASN-19216,Haiti,PMO - US,Direct Drop,DAP,Truck,1/22/2013,2/12/2013
74517,103-ZW-T30,FPQ-15220,SCMS-261591,ASN-31190,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/27/2014,10/30/2014
74540,108-VN-T30,FPQ-4662,SCMS-58710,ASN-5842,Vietnam,PMO - US,Direct Drop,EXW,Air,12/2/2009,12/8/2009
74569,116-ZA-T30,FPQ-3560,SCMS-50941,ASN-5498,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,8/3/2009
74602,161-ZA-T30,FPQ-6262,SCMS-83910,ASN-9171,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,9/28/2010
74609,101-KE-T30,FPQ-10314,SCMS-153910,ASN-17660,Kenya,PMO - US,Direct Drop,CIP,Air,7/12/2012,11/6/2012
74610,108-VN-T30,FPQ-7898,SCMS-113670,ASN-12274,Vietnam,PMO - US,Direct Drop,EXW,Air,6/27/2011,7/8/2011
74660,107-RW-T30,FPQ-6186,SCMS-83370,ASN-9435,Rwanda,PMO - US,Direct Drop,CIP,Air,8/13/2010,9/27/2010
74674,116-ZA-T30,FPQ-3560,SCMS-49610,ASN-5003,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,7/21/2009
74683,109-TZ-T30,FPQ-7239,SCMS-102040,ASN-10625,Tanzania,PMO - US,Direct Drop,EXW,Air,2/25/2011,3/23/2011
74694,116-ZA-T30,FPQ-14942,SCMS-259074,ASN-31070,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,3/9/2015
74697,108-VN-T30,FPQ-7898,SCMS-113650,ASN-12787,Vietnam,PMO - US,Direct Drop,EXW,Air,6/27/2011,7/7/2011
74699,108-VN-T30,FPQ-5317,SCMS-69440,ASN-7220,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/2010,3/26/2010
74707,105-GH-T30,FPQ-14052,SCMS-237830,ASN-27589,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/2014,5/23/2014
74722,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,5/8/2014
74729,133-NG-T30,FPQ-10349,SCMS-155311,ASN-19163,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/2012,8/10/2012
74732,102-SD-T30,FPQ-8261,SCMS-120440,ASN-12832,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/2011,9/14/2011
74753,116-ZA-T30,FPQ-12523,SCMS-199315,ASN-27211,South Africa,PMO - US,Direct Drop,DDP,Truck,7/12/2013,7/11/2014
74780,104-CI-T30,FPQ-9823,SCMS-147560,ASN-16600,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,5/4/2012,6/13/2012
74786,104-CI-T30,FPQ-8929,SCMS-131890,ASN-14091,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/8/2011,1/17/2012
74834,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/2013,12/2/2013
74838,112-NG-T30,FPQ-4151,SCMS-54540,ASN-5633,Nigeria,PMO - US,Direct Drop,EXW,Air,9/18/2009,10/7/2009
74858,106-HT-T30,FPQ-9635,SCMS-148870,ASN-16439,Haiti,PMO - US,Direct Drop,FCA,Air,5/14/2012,6/28/2012
74906,106-HT-T30,FPQ-12590,SCMS-210440,ASN-23017,Haiti,PMO - US,Direct Drop,FCA,Air,8/21/2013,10/22/2013
74915,108-VN-T30,FPQ-6818,SCMS-98050,ASN-11023,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2/15/2011
74930,110-ZM-T30,FPQ-4141,SCMS-53261,ASN-5854,Zambia,PMO - US,Direct Drop,EXW,Air,8/31/2009,9/11/2009
74936,108-VN-T30,FPQ-11560,SCMS-177620,ASN-20366,Vietnam,PMO - US,Direct Drop,EXW,Air,2/7/2013,2/13/2013
74941,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
74965,109-TZ-T30,FPQ-5174,SCMS-66940,ASN-9922,Tanzania,PMO - US,Direct Drop,FCA,Air,3/1/2010,3/12/2010
74993,116-ZA-T30,FPQ-14942,SCMS-259074,ASN-31069,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,3/9/2015
75043,107-RW-T30,FPQ-14813,SCMS-268600,ASN-31454,Rwanda,PMO - US,Direct Drop,FCA,Air,10/9/2014,12/12/2014
75089,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29596,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,11/28/2014
75091,153-NA-T30,FPQ-8795,SCMS-131100,ASN-13763,Namibia,PMO - US,Direct Drop,EXW,Air,12/5/2011,1/12/2012
75102,161-ZA-T30,FPQ-7175,SCMS-104100,ASN-12991,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
75114,108-VN-T30,FPQ-5317,SCMS-69430,ASN-7236,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/2010,3/26/2010
75122,113-ZW-T30,FPQ-10036,SCMS-150570,ASN-16202,Zimbabwe,PMO - US,Direct Drop,EXW,Air,6/15/2012,7/11/2012
75136,111-MZ-T30,FPQ-11923,SCMS-187080,ASN-23311,Mozambique,PMO - US,Direct Drop,CIP,Air,4/19/2013,4/25/2013
75139,108-VN-T30,FPQ-4098,SCMS-51760,ASN-5445,Vietnam,PMO - US,Direct Drop,EXW,Air,8/12/2009,8/14/2009
75153,133-NG-T30,FPQ-12812,SCMS-210340,ASN-23200,Nigeria,PMO - US,Direct Drop,EXW,Air,8/13/2013,11/1/2013
75177,116-ZA-T30,FPQ-12522,SCMS-199288,ASN-27198,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,7/10/2014
75181,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/22/2014,1/28/2014
75198,105-GH-T30,FPQ-14052,SCMS-237810,ASN-28671,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/2014,5/23/2014
75202,101-CD-T30,FPQ-14654,SCMS-253260,ASN-28279,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,8/11/2014,8/27/2014
75229,110-ZM-T30,FPQ-8315,SCMS-120580,ASN-13542,Zambia,PMO - US,Direct Drop,EXW,Air,8/31/2011,9/19/2011
75309,116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,8/28/2014
75331,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/13/2013
75336,108-VN-T30,FPQ-10287,SCMS-156140,ASN-17077,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/14/2012
75345,104-CI-T30,FPQ-3967,SCMS-52600,ASN-5061,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,8/21/2009,9/11/2009
75352,901-CM-T30,FPQ-12837,SCMS-204370,ASN-22180,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,9/25/2013
75373,105-SS-T30,FPQ-15569,SCMS-272150,ASN-31765,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015
75422,110-ZM-T30,FPQ-14151,SCMS-240080,ASN-26467,Zambia,PMO - US,Direct Drop,EXW,Air,4/30/2014,5/21/2014
75491,116-ZA-T30,FPQ-13973,SCMS-238556,ASN-31854,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,4/28/2015
75494,107-RW-T30,FPQ-11772,SCMS-178950,ASN-18564,Rwanda,PMO - US,Direct Drop,EXW,Air,2/25/2013,2/25/2013
75502,109-TZ-T30,FPQ-13048,SCMS-210910,ASN-23397,Tanzania,PMO - US,Direct Drop,EXW,Air,10/3/2013,10/28/2013
75522,108-VN-T30,FPQ-12539,SCMS-210820,ASN-23668,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,10/14/2013
75534,107-RW-T30,FPQ-13851,SCMS-239010,ASN-26755,Rwanda,PMO - US,Direct Drop,CIP,Air,3/10/2014,5/16/2014
75554,106-HT-T30,FPQ-15038,SCMS-262840,ASN-31820,Haiti,PMO - US,Direct Drop,EXW,Ocean,10/22/2014,12/24/2014
75581,108-VN-T30,FPQ-5094,SCMS-68480,ASN-7488,Vietnam,PMO - US,Direct Drop,EXW,Air,3/15/2010,3/24/2010
75595,122-HT-T30,FPQ-8671,SCMS-131030,ASN-13447,Haiti,PMO - US,Direct Drop,EXW,Air,11/9/2011,12/29/2011
75623,102-SD-T30,FPQ-5520,SCMS-71580,ASN-6862,Sudan,PMO - US,Direct Drop,EXW,Air,4/16/2010,4/22/2010
75641,900-TZ-T30,FPQ-10394,SCMS-156500,ASN-16218,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/2012,8/9/2012
75671,106-HT-T30,FPQ-12590,SCMS-210470,ASN-24371,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/2013,10/24/2013
75682,114-UG-T30,FPQ-9365,SCMS-143490,ASN-14880,Uganda,PMO - US,Direct Drop,DDP,Air,3/15/2012,4/17/2012
75703,109-TZ-T30,FPQ-13945,SCMS-235390,ASN-29855,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/2014,5/6/2014
75706,105-GH-T30,FPQ-13809,SCMS-234010,ASN-27059,Ghana,PMO - US,Direct Drop,FCA,Air,3/7/2014,4/14/2014
75717,152-HT-T30,FPQ-9005,SCMS-132020,ASN-14227,Haiti,PMO - US,Direct Drop,DDU,Air,12/14/2011,1/19/2012
75729,133-NG-T30,FPQ-7193,SCMS-103110,ASN-11268,Nigeria,PMO - US,Direct Drop,EXW,Air,2/16/2011,3/30/2011
75733,103-SS-T30,FPQ-14517,SCMS-249920,ASN-29167,South Sudan,PMO - US,Direct Drop,EXW,Air,6/30/2014,7/31/2014
75751,108-VN-T30,FPQ-5899,SCMS-77260,ASN-8928,Vietnam,PMO - US,Direct Drop,EXW,Air,6/23/2010,7/1/2010
75799,105-GH-T30,FPQ-13809,SCMS-234050,ASN-26436,Ghana,PMO - US,Direct Drop,EXW,Air,3/7/2014,4/14/2014
75810,104-CI-T30,FPQ-9263,SCMS-139100,ASN-14678,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2/1/2012,3/8/2012
75848,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/13/2013
75879,109-TZ-T30,FPQ-7909,SCMS-114980,ASN-12025,Tanzania,PMO - US,Direct Drop,EXW,Air,6/24/2011,7/18/2011
75882,113-ZW-T30,FPQ-13939,SCMS-234720,ASN-26117,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/1/2014,5/8/2014
75912,100-DO-T30,FPQ-6126,SCMS-83590,ASN-8621,Dominican Republic,PMO - US,Direct Drop,EXW,Truck,8/19/2010,9/2/2010
75913,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
75925,901-CM-T30,FPQ-12528,SCMS-196520,ASN-21946,Cameroon,PMO - US,Direct Drop,EXW,Air,6/21/2013,7/1/2013
75970,105-SS-T30,FPQ-15569,SCMS-272160,ASN-31335,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015
75980,102-KE-T30,FPQ-4587,SCMS-58380,ASN-5877,Kenya,PMO - US,Direct Drop,EXW,Air,11/18/2009,12/2/2009
76004,105-SS-T30,FPQ-14470,SCMS-245230,ASN-27241,South Sudan,PMO - US,Direct Drop,EXW,Air,6/17/2014,7/1/2014
76063,106-HT-T30,FPQ-11443,SCMS-180980,ASN-20515,Haiti,PMO - US,Direct Drop,EXW,Air,2/7/2013,3/22/2013
76069,101-CD-T30,FPQ-12106,SCMS-186720,ASN-20032,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/12/2013,5/8/2013
76071,111-MZ-T30,FPQ-4080,SCMS-51390,ASN-5103,Mozambique,PMO - US,Direct Drop,EXW,Air,8/4/2009,8/11/2009
76073,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,6/25/2014
76087,100-DO-T30,FPQ-6083,SCMS-92940,ASN-9058,Dominican Republic,PMO - US,Direct Drop,EXW,Air,7/16/2010,11/22/2010
76097,108-VN-T30,FPQ-4098,SCMS-51770,ASN-5448,Vietnam,PMO - US,Direct Drop,EXW,Air,8/12/2009,8/14/2009
